gene,goId
MIG1,"['GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000122', 'GO:0000122', 'GO:0000433', 'GO:0000433', 'GO:0045944', 'GO:0045944', 'GO:1900436', 'GO:0005634', 'GO:0005634', 'GO:0005641', 'GO:0005737', 'GO:0005737', 'GO:0061987', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0001227', 'GO:0001227', 'GO:0001227', 'GO:0001227', 'GO:0001227', 'GO:0001227', 'GO:0003677', 'GO:0046872', 'GO:0005975', 'GO:0005634', 'GO:0005634', 'GO:0043565', 'GO:0005634', 'GO:0005737', 'GO:0000433', 'GO:0000433', 'GO:0000433', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978']"
MIG2,"['GO:0000978', 'GO:0000978', 'GO:0000122', 'GO:0000122', 'GO:0000433', 'GO:0000433', 'GO:0000433', 'GO:0000433', 'GO:0045944', 'GO:0045944', 'GO:1900436', 'GO:0005634', 'GO:0005634', 'GO:0005739', 'GO:0001227', 'GO:0001227', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005634', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000433', 'GO:0000433', 'GO:0000433', 'GO:0003677', 'GO:0046872', 'GO:0005975', 'GO:0005634', 'GO:0005634']"
MIG3,"['GO:0000785', 'GO:0000978', 'GO:0000978', 'GO:0000430', 'GO:0006974', 'GO:0006974', 'GO:0010768', 'GO:0010768', 'GO:0010768', 'GO:0034644', 'GO:0034644', 'GO:0045471', 'GO:0001227', 'GO:0001227', 'GO:0001227', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0043565', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000978', 'GO:0000433', 'GO:0000433', 'GO:0000433', 'GO:0003677', 'GO:0046872', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737']"
MIH1,"['GO:0004725', 'GO:0000079', 'GO:0000086', 'GO:0005634', 'GO:0005737', 'GO:0004721', 'GO:0004725', 'GO:0016787', 'GO:0007049', 'GO:0051301', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0035335', 'GO:0006470', 'GO:1902751', 'GO:0004725', 'GO:0004725', 'GO:0004725', 'GO:0004725', 'GO:0004725', 'GO:0004725', 'GO:0000086', 'GO:0000086', 'GO:0000086', 'GO:0000086', 'GO:0000086', 'GO:0010971', 'GO:0010971', 'GO:0110032', 'GO:0110032']"
MIM1,"['GO:0003674', 'GO:0045040', 'GO:0045040', 'GO:0070096', 'GO:0070096', 'GO:0005741', 'GO:0031307', 'GO:0031307', 'GO:0031307', 'GO:0005741', 'GO:0015031', 'GO:0005739', 'GO:0005741', 'GO:0005741', 'GO:0016020', 'GO:0016021', 'GO:0045040', 'GO:0045040', 'GO:0045040', 'GO:0070096', 'GO:0070096']"
MIP1,"['GO:0003887', 'GO:0008408', 'GO:0006264', 'GO:0006264', 'GO:0005739', 'GO:0000002', 'GO:0032043', 'GO:0005739', 'GO:0005739', 'GO:0003677', 'GO:0003887', 'GO:0003887', 'GO:0016740', 'GO:0016779', 'GO:0006260', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0071897', 'GO:0003887', 'GO:0003887', 'GO:0003887', 'GO:0003887', 'GO:0003887', 'GO:0003887', 'GO:0008408', 'GO:0008408', 'GO:0008408', 'GO:0008408', 'GO:0006264', 'GO:0006264', 'GO:0006264', 'GO:0006264', 'GO:0006264', 'GO:0006264', 'GO:0006264', 'GO:0003677', 'GO:0003677', 'GO:0003887', 'GO:0003887', 'GO:0006260', 'GO:0006260', 'GO:0006260', 'GO:0005760', 'GO:0090305']"
MIP6,"['GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0010494', 'GO:0010494', 'GO:0010494', 'GO:0010494', 'GO:0010494', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0003723', 'GO:0006417', 'GO:0006417', 'GO:0010609', 'GO:0010609', 'GO:0016071', 'GO:0005628', 'GO:0003730', 'GO:0003730', 'GO:0003730', 'GO:0003730', 'GO:0003730', 'GO:0003730', 'GO:0003730', 'GO:0008266', 'GO:0008266', 'GO:0008266', 'GO:0008266', 'GO:0008266', 'GO:0008143', 'GO:0008143', 'GO:0008143', 'GO:0008143', 'GO:0008143', 'GO:0008143', 'GO:0008143', 'GO:0008143', 'GO:0003723', 'GO:0005737', 'GO:0005737', 'GO:0003676', 'GO:0003676', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:0003723', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904', 'GO:1990904']"
MIS1,"['GO:0004329', 'GO:0004477', 'GO:0004488', 'GO:0006139', 'GO:0046656', 'GO:0005739', 'GO:0000166', 'GO:0003824', 'GO:0004329', 'GO:0004477', 'GO:0004486', 'GO:0004488', 'GO:0005524', 'GO:0016491', 'GO:0016787', 'GO:0016874', 'GO:0000105', 'GO:0006164', 'GO:0006730', 'GO:0008152', 'GO:0008652', 'GO:0009086', 'GO:0035999', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0035999', 'GO:0035999', 'GO:0035999', 'GO:0035999', 'GO:0004477', 'GO:0004477', 'GO:0004477', 'GO:0004477', 'GO:0004477', 'GO:0004477', 'GO:0004488', 'GO:0004488', 'GO:0004488', 'GO:0004488', 'GO:0004488', 'GO:0004488', 'GO:0003824', 'GO:0004329', 'GO:0004488', 'GO:0004488', 'GO:0004488', 'GO:0005524', 'GO:0005524']"
MIX14,"['GO:0003674', 'GO:0009060', 'GO:0005758', 'GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0005758']"
MIX17,"['GO:0003674', 'GO:0009060', 'GO:0005758', 'GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005634', 'GO:0005634', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005758', 'GO:0007005', 'GO:0007005', 'GO:0007005', 'GO:0007005']"
MKC7,"['GO:0004190', 'GO:0001402', 'GO:0006508', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0009277', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0005576', 'GO:0009277', 'GO:0009277', 'GO:0009277', 'GO:0009277', 'GO:0009277', 'GO:0009277', 'GO:0000324', 'GO:0004190', 'GO:0008233', 'GO:0016787', 'GO:0006508', 'GO:0006508', 'GO:0006508', 'GO:0005886', 'GO:0005886', 'GO:0016020', 'GO:0031225', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0031505', 'GO:0004190', 'GO:0004190', 'GO:0004190']"
MKK1,"['GO:0005524', 'GO:0005524', 'GO:0006468', 'GO:0006468', 'GO:0004708', 'GO:0006468', 'GO:0007165', 'GO:0030242', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0005737', 'GO:0005934', 'GO:0005934', 'GO:0005935', 'GO:0005935', 'GO:0043332', 'GO:0000196', 'GO:0000196', 'GO:0000196', 'GO:0000166', 'GO:0004674', 'GO:0004708', 'GO:0005524', 'GO:0016301', 'GO:0016740', 'GO:0016310', 'GO:0004672', 'GO:0006468', 'GO:0004672', 'GO:0004672', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000196', 'GO:0000196', 'GO:0000196', 'GO:0000196', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0018108']"
MKK2,"['GO:0005524', 'GO:0005524', 'GO:0004672', 'GO:0004672', 'GO:0004708', 'GO:0006468', 'GO:0007165', 'GO:0030242', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0005737', 'GO:0005934', 'GO:0005935', 'GO:0043332', 'GO:0000196', 'GO:0000196', 'GO:0000166', 'GO:0004674', 'GO:0004708', 'GO:0004713', 'GO:0005524', 'GO:0016301', 'GO:0016740', 'GO:0016310', 'GO:0005829', 'GO:0018108', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0004708', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000165', 'GO:0000196', 'GO:0000196', 'GO:0000196', 'GO:0000196', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0060237', 'GO:0006468', 'GO:0006468']"
MKS1,"['GO:0003674', 'GO:0000122', 'GO:0000122', 'GO:0000122', 'GO:0006808', 'GO:0031930', 'GO:2000220', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005634', 'GO:0005634', 'GO:0000122', 'GO:0000122', 'GO:0006808', 'GO:0006808', 'GO:0031930', 'GO:0031930']"
MKT1,"['GO:0004520', 'GO:0006974', 'GO:0000932', 'GO:0005844', 'GO:0034399', 'GO:0005737', 'GO:0005737', 'GO:0010494', 'GO:0006417', 'GO:0005737', 'GO:0005829', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0017108', 'GO:0006259', 'GO:0006259', 'GO:0090305', 'GO:0004518', 'GO:0004518']"
MLC1,"['GO:0031489', 'GO:0032038', 'GO:0006903', 'GO:0005934', 'GO:0005935', 'GO:0016460', 'GO:0031982', 'GO:0120155', 'GO:0120155', 'GO:0120155', 'GO:0005515', 'GO:0005515', 'GO:0005515', 'GO:0032038', 'GO:1903476', 'GO:1903476', 'GO:1903476', 'GO:0000142', 'GO:0005935', 'GO:0030427', 'GO:0046872', 'GO:0007049', 'GO:0051301', 'GO:0005934', 'GO:0005935', 'GO:0016459', 'GO:0005509']"
MLC2,"['GO:0032038', 'GO:0000142', 'GO:0016460', 'GO:0005515', 'GO:1990274', 'GO:1990274', 'GO:0000131', 'GO:0005509', 'GO:0046872', 'GO:0007049', 'GO:0051301', 'GO:0005935', 'GO:0016459']"
MLF3,"['GO:0003674', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005829', 'GO:0030950', 'GO:0005737']"
MLH1,"['GO:0005524', 'GO:0016887', 'GO:0016887', 'GO:0000710', 'GO:0000710', 'GO:0000713', 'GO:0006298', 'GO:0007131', 'GO:0032389', 'GO:0097587', 'GO:0000404', 'GO:0003690', 'GO:0003697', 'GO:0032135', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0032389', 'GO:0032389', 'GO:0032390', 'GO:0097587', 'GO:0000404', 'GO:0000405', 'GO:0005634', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0006281', 'GO:0006974', 'GO:0005634', 'GO:0005634', 'GO:0005524', 'GO:0005524', 'GO:0030983', 'GO:0030983', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032389', 'GO:0032389', 'GO:0032389', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0032300', 'GO:0032139']"
MLH2,"['GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0006298', 'GO:0007131', 'GO:0005634', 'GO:0032390', 'GO:0005524', 'GO:0005524', 'GO:0030983', 'GO:0030983', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0032300', 'GO:0006281', 'GO:0006974', 'GO:0005634', 'GO:0005634', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0000404', 'GO:0000405']"
MLH3,"['GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0016887', 'GO:0000710', 'GO:0006298', 'GO:0006298', 'GO:0007131', 'GO:0005634', 'GO:0097587', 'GO:0097587', 'GO:0006281', 'GO:0006974', 'GO:0005634', 'GO:0005634', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0032300', 'GO:0005524', 'GO:0005524', 'GO:0030983', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0006298', 'GO:0032300']"
MLP1,"['GO:0017056', 'GO:0017056', 'GO:0017056', 'GO:0140586', 'GO:0043021', 'GO:0043021', 'GO:0006606', 'GO:0016973', 'GO:0034398', 'GO:0071048', 'GO:0071048', 'GO:0090204', 'GO:1901925', 'GO:0005635', 'GO:0005654', 'GO:0044615', 'GO:0005816', 'GO:0003729', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006281', 'GO:0006606', 'GO:0006974', 'GO:0015031', 'GO:0015031', 'GO:0051028', 'GO:0005634', 'GO:0005634', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643']"
MLP2,"['GO:0043021', 'GO:0043021', 'GO:0000972', 'GO:0000973', 'GO:0006355', 'GO:0016973', 'GO:0034398', 'GO:0051300', 'GO:1901925', 'GO:0005635', 'GO:0005654', 'GO:0005816', 'GO:0005816', 'GO:0005816', 'GO:0044615', 'GO:0005739', 'GO:0005739', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0006406', 'GO:0015031', 'GO:0015031', 'GO:0051028', 'GO:0005634', 'GO:0005634', 'GO:0005643', 'GO:0005643', 'GO:0005737', 'GO:0005816', 'GO:0005856', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0005643', 'GO:0017056', 'GO:0017056', 'GO:0017056', 'GO:0006606', 'GO:0005816']"
MLS1,"['GO:0004474', 'GO:0004474', 'GO:0006097', 'GO:0006097', 'GO:0005777', 'GO:0005782', 'GO:0005829', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005782', 'GO:0005782', 'GO:0005782', 'GO:0004474', 'GO:0016740', 'GO:0006097', 'GO:0006097', 'GO:0006099', 'GO:0005777', 'GO:0005782', 'GO:0005737', 'GO:0005829', 'GO:0003824', 'GO:0004474', 'GO:0004474', 'GO:0004474', 'GO:0005777', 'GO:0006097', 'GO:0006097', 'GO:0006097', 'GO:0004474', 'GO:0004474', 'GO:0004474', 'GO:0004474', 'GO:0004474', 'GO:0004474', 'GO:0006097', 'GO:0006097', 'GO:0006097']"
MMF1,"['GO:0003674', 'GO:0009097', 'GO:0032543', 'GO:0032543', 'GO:0005759', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005829', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005759', 'GO:0019239', 'GO:0019239', 'GO:0019239', 'GO:0019239', 'GO:0019239', 'GO:0019239', 'GO:1901565', 'GO:1901565', 'GO:1901565']"
MMM1,"['GO:0008289', 'GO:0000002', 'GO:0032865', 'GO:0045040', 'GO:0030176', 'GO:0000002', 'GO:0007005', 'GO:0015914', 'GO:0015914', 'GO:0015917', 'GO:0045040', 'GO:0070096', 'GO:1990456', 'GO:0005741', 'GO:0030176', 'GO:0032865', 'GO:0032865', 'GO:0032865', 'GO:0120013', 'GO:0005783', 'GO:0005783', 'GO:0005739', 'GO:0005741', 'GO:0008289', 'GO:0006869', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0016021', 'GO:0008289', 'GO:0008289', 'GO:0015914', 'GO:0015914', 'GO:1990456', 'GO:1990456', 'GO:0032865', 'GO:0032865', 'GO:0007005', 'GO:0032865', 'GO:0120009']"
MMP1,"['GO:0016021', 'GO:0055085', 'GO:0006865', 'GO:0016020', 'GO:0000100', 'GO:0015806', 'GO:0005886', 'GO:0071944', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0016021', 'GO:0006865', 'GO:0005783', 'GO:0005783', 'GO:0016020', 'GO:0016020', 'GO:0016021', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0015171', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333', 'GO:0003333']"
MMR1,"['GO:0003674', 'GO:0000001', 'GO:0000001', 'GO:0000001', 'GO:0000001', 'GO:0000131', 'GO:0005741', 'GO:0005933', 'GO:0005935', 'GO:0005739', 'GO:0005739', 'GO:0005741', 'GO:0007049', 'GO:0051301', 'GO:0005739', 'GO:0005741', 'GO:0005741', 'GO:0005934', 'GO:0005935', 'GO:0016020']"
MMS1,"['GO:0003674', 'GO:0000725', 'GO:0010526', 'GO:0031297', 'GO:0070651', 'GO:0035361', 'GO:0006281', 'GO:0006974', 'GO:0007049', 'GO:0051301', 'GO:0005634', 'GO:0005634']"
MMS2,"['GO:0044395', 'GO:0000329', 'GO:0004842', 'GO:0000209', 'GO:0000209', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0010994', 'GO:0005634', 'GO:0005737', 'GO:0031371', 'GO:0004842', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0000209', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0006301', 'GO:0070534', 'GO:0070534', 'GO:0070534', 'GO:0070534', 'GO:0070534', 'GO:0016874']"
MMS21,"['GO:0019789', 'GO:0019789', 'GO:0019789', 'GO:0030291', 'GO:0006281', 'GO:0006281', 'GO:1990683', 'GO:0005635', 'GO:0030915', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0016740', 'GO:0046872', 'GO:0006281', 'GO:0006310', 'GO:0006974', 'GO:0016925', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0016925', 'GO:0016925', 'GO:0016925', 'GO:0061665', 'GO:0061665', 'GO:0000724', 'GO:0000724', 'GO:0000724', 'GO:0000724', 'GO:0030915', 'GO:0030915', 'GO:0030915', 'GO:0030915', 'GO:0008270', 'GO:0019789', 'GO:0000724', 'GO:0030915', 'GO:0043086', 'GO:0019789', 'GO:0019789']"
MMS22,"['GO:0003674', 'GO:0000725', 'GO:0006302', 'GO:0006974', 'GO:0031297', 'GO:0045144', 'GO:0005634', 'GO:0035361', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0006281', 'GO:0006281', 'GO:0031297', 'GO:0031297', 'GO:0005634', 'GO:0005634', 'GO:0035361', 'GO:0006281', 'GO:0006974', 'GO:0007049', 'GO:0051301', 'GO:0005634', 'GO:0005634', 'GO:0000724', 'GO:0000724', 'GO:0031297', 'GO:0031297', 'GO:0031297', 'GO:0035361', 'GO:0035361', 'GO:0006974', 'GO:0006974']"
MMS4,"['GO:0000712', 'GO:0000712', 'GO:0006265', 'GO:0006265', 'GO:0006265', 'GO:0006265', 'GO:0006281', 'GO:0006974', 'GO:0007131', 'GO:0007131', 'GO:0007131', 'GO:0010520', 'GO:0048476', 'GO:0004518', 'GO:0004519', 'GO:0016787', 'GO:0046872', 'GO:0006281', 'GO:0006310', 'GO:0006974', 'GO:0051321', 'GO:0005634', 'GO:0005634', 'GO:0004518', 'GO:0006281', 'GO:0090305', 'GO:0090305', 'GO:0048476', 'GO:0003677', 'GO:0005634', 'GO:0000712', 'GO:0000712', 'GO:0000712', 'GO:0006302', 'GO:0006302', 'GO:0031297', 'GO:0031297', 'GO:0031573', 'GO:0031573', 'GO:0048476', 'GO:0048476', 'GO:0048476', 'GO:0004520', 'GO:0004520', 'GO:0008821']"
MMT1,"['GO:0008324', 'GO:0006812', 'GO:0003674', 'GO:0006879', 'GO:0006879', 'GO:0005739', 'GO:0098655', 'GO:0016021', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0006811', 'GO:0006879', 'GO:0055072', 'GO:0055085', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966', 'GO:0008324', 'GO:0008324', 'GO:0008324', 'GO:0008324']"
MMT2,"['GO:0006812', 'GO:0003674', 'GO:0006879', 'GO:0006879', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0008324', 'GO:0098655', 'GO:0016021', 'GO:0006811', 'GO:0006879', 'GO:0055072', 'GO:0055085', 'GO:0005739', 'GO:0016020', 'GO:0016021', 'GO:0031966', 'GO:0008324', 'GO:0008324', 'GO:0008324', 'GO:0008324']"
MND1,"['GO:0003690', 'GO:0007131', 'GO:0007131', 'GO:0000794', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0003690', 'GO:0003690', 'GO:0007131', 'GO:0007131', 'GO:0007131', 'GO:0003677', 'GO:0006310', 'GO:0051321', 'GO:0005634', 'GO:0005634', 'GO:0007131', 'GO:0003690']"
