gene,goId
MND2,"['GO:1990948', 'GO:1902426', 'GO:1902499', 'GO:1902499', 'GO:1904667', 'GO:1904667', 'GO:1905785', 'GO:1905785', 'GO:1905785', 'GO:1905785', 'GO:0005680', 'GO:0000070', 'GO:0007131', 'GO:0030071', 'GO:0005634', 'GO:0005680', 'GO:0005680', 'GO:0007049', 'GO:0016567', 'GO:0051301', 'GO:0030071', 'GO:0030071', 'GO:0031145', 'GO:0031145', 'GO:0005680', 'GO:0005680']"
MNE1,"['GO:0000372', 'GO:0003674', 'GO:0000372', 'GO:0005759', 'GO:1990904', 'GO:0090615', 'GO:0005737', 'GO:0005739', 'GO:1990904']"
MNL1,"['GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0030246', 'GO:0036508', 'GO:0097466', 'GO:0097466', 'GO:1904380', 'GO:1904382', 'GO:1904382', 'GO:1904382', 'GO:1904382', 'GO:0005788', 'GO:1904380', 'GO:1904382', 'GO:0005783', 'GO:0004559', 'GO:0016787', 'GO:0016798', 'GO:0046872', 'GO:0006486', 'GO:0006986', 'GO:0008152', 'GO:0005783', 'GO:0005788', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0005509', 'GO:0005509', 'GO:0005975', 'GO:0044322', 'GO:0016020', 'GO:0016020']"
MNL2,"['GO:0003674', 'GO:0030433', 'GO:0005783', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0004571', 'GO:0004571', 'GO:0005509', 'GO:0005509', 'GO:0005975', 'GO:0016020', 'GO:0016020', 'GO:0016787', 'GO:0016798', 'GO:0006486', 'GO:0008152', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0016021', 'GO:0006491', 'GO:0006491', 'GO:0006491', 'GO:0006491', 'GO:0006491', 'GO:0030433', 'GO:0030433', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571']"
MNN1,"['GO:0000033', 'GO:0006491', 'GO:0006493', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0097502', 'GO:0016757', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0000139', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0006486']"
MNN10,"['GO:0000009', 'GO:0000032', 'GO:0000917', 'GO:0006487', 'GO:0006487', 'GO:0000136', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0005783', 'GO:0016740', 'GO:0016757', 'GO:0005783', 'GO:0005789', 'GO:0005794', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0016757', 'GO:0016021', 'GO:0097502']"
MNN11,"['GO:0000009', 'GO:0006486', 'GO:0006486', 'GO:0006487', 'GO:0000136', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0000139', 'GO:0005783', 'GO:0016757', 'GO:0016021', 'GO:0097502', 'GO:0016740', 'GO:0016757', 'GO:0005794', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0000009', 'GO:0000009', 'GO:0000136', 'GO:0000136']"
MNN2,"['GO:0000026', 'GO:0006486', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0016740', 'GO:0006486', 'GO:0000139', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0016757', 'GO:0006486', 'GO:0000026', 'GO:0000026', 'GO:0000026', 'GO:0000026', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354']"
MNN4,"['GO:0005794', 'GO:0006486', 'GO:0006486', 'GO:0006486', 'GO:0008047', 'GO:0006487', 'GO:0006493', 'GO:0050790', 'GO:0016020', 'GO:0016020', 'GO:0016021']"
MNN5,"['GO:0000026', 'GO:0006486', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0016757', 'GO:0006486', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0005794', 'GO:0005794', 'GO:0000026', 'GO:0000026', 'GO:0000026', 'GO:0000026', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0035268', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354', 'GO:0046354']"
MNN9,"['GO:0006487', 'GO:0006487', 'GO:0005801', 'GO:0000009', 'GO:0000136', 'GO:0005783', 'GO:0006486', 'GO:0000139', 'GO:0005783', 'GO:0005789', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0000009', 'GO:0000009', 'GO:0000009', 'GO:0000009', 'GO:0000032', 'GO:0000032', 'GO:0000032', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0006487', 'GO:0000136', 'GO:0000136', 'GO:0000136', 'GO:0000136', 'GO:0000136', 'GO:0000136']"
MNP1,"['GO:0006412', 'GO:0006412', 'GO:0006412', 'GO:0006412', 'GO:0003735', 'GO:0032543', 'GO:0005762', 'GO:0042645', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005840', 'GO:0003735', 'GO:0003735', 'GO:0003735', 'GO:0003735', 'GO:0005840', 'GO:0005840', 'GO:0005840']"
MNR2,"['GO:0046873', 'GO:0030001', 'GO:0015095', 'GO:0010961', 'GO:0000329', 'GO:1990816', 'GO:0005886', 'GO:0005886', 'GO:0005886', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0000329', 'GO:0000329', 'GO:1903830', 'GO:0016020', 'GO:0016020', 'GO:0016021', 'GO:0015095', 'GO:0055085', 'GO:0016020', 'GO:0015095', 'GO:0015095', 'GO:0015095', 'GO:0010961', 'GO:0010961']"
MNS1,"['GO:0005975', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0030433', 'GO:0035977', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0004571', 'GO:0016787', 'GO:0016798', 'GO:0046872', 'GO:0006486', 'GO:0008152', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0016021', 'GO:0004571', 'GO:0004571', 'GO:0005509', 'GO:0005509', 'GO:0016020', 'GO:0016020', 'GO:0006491', 'GO:0006491', 'GO:0006491', 'GO:0006491', 'GO:0006491', 'GO:0030433', 'GO:0030433', 'GO:0030433', 'GO:0030433', 'GO:0030433', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571', 'GO:0004571']"
MNT2,"['GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0006493', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0000329', 'GO:0071944', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0000139', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0005794', 'GO:0016757', 'GO:0006486', 'GO:0097502']"
MNT3,"['GO:0016757', 'GO:0006486', 'GO:0097502', 'GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0006493', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0000324', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0000139', 'GO:0005794', 'GO:0016020', 'GO:0016021', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0005794']"
MNT4,"['GO:0016757', 'GO:0006486', 'GO:0097502', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0005575', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0005794', 'GO:0016740', 'GO:0016757', 'GO:0016020', 'GO:0016020', 'GO:0016021', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0000033', 'GO:0006493', 'GO:0006493', 'GO:0006493', 'GO:0006493']"
MOB1,"['GO:0050790', 'GO:0019207', 'GO:0006468', 'GO:0005816', 'GO:0005935', 'GO:0034973', 'GO:0034973', 'GO:0005737', 'GO:0034399', 'GO:0032147', 'GO:0030295', 'GO:0030295', 'GO:0030295', 'GO:0030295', 'GO:0030295', 'GO:0001934', 'GO:0001934', 'GO:0001934', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0051301', 'GO:0051301', 'GO:0051301', 'GO:0051301', 'GO:0051301', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0046872', 'GO:0007049', 'GO:0051301', 'GO:0000775', 'GO:0000775', 'GO:0005634', 'GO:0005634', 'GO:0005694', 'GO:0005737', 'GO:0005737', 'GO:0005816', 'GO:0005856', 'GO:0005935', 'GO:0000281', 'GO:0007096', 'GO:0007096', 'GO:0007096', 'GO:0007096', 'GO:0005935', 'GO:0044732']"
MOB2,"['GO:0030295', 'GO:0000920', 'GO:0000920', 'GO:0001934', 'GO:0007118', 'GO:0007118', 'GO:0007118', 'GO:0007163', 'GO:0005634', 'GO:0005634', 'GO:0005933', 'GO:0005934', 'GO:0005935', 'GO:0005935', 'GO:0043332', 'GO:0030295', 'GO:0030295', 'GO:0030295', 'GO:0030295', 'GO:0030295', 'GO:0001934', 'GO:0001934', 'GO:0001934', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0007165', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0051301', 'GO:0051301', 'GO:0051301', 'GO:0051301', 'GO:0051301', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0007049', 'GO:0051301', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0032147']"
MOD5,"['GO:0000049', 'GO:0052381', 'GO:0052381', 'GO:0006400', 'GO:0006400', 'GO:0061587', 'GO:0005634', 'GO:0005730', 'GO:0005739', 'GO:0005829', 'GO:0000166', 'GO:0005524', 'GO:0016740', 'GO:0046872', 'GO:0052381', 'GO:0008033', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0052381', 'GO:0052381', 'GO:0052381', 'GO:0052381', 'GO:0052381', 'GO:0006400', 'GO:0006400', 'GO:0006400', 'GO:0005524', 'GO:0052381', 'GO:0008033', 'GO:0008033']"
MOG1,"['GO:0031267', 'GO:0031267', 'GO:0006606', 'GO:0005634', 'GO:0050790', 'GO:0005085', 'GO:0005085', 'GO:0031267', 'GO:0031267', 'GO:0031267', 'GO:0031267', 'GO:0006606', 'GO:0006606', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0015031', 'GO:0051028', 'GO:0005634', 'GO:0005634', 'GO:0006606']"
MOH1,"['GO:0003674', 'GO:0008150', 'GO:0005575', 'GO:0046872', 'GO:0000151', 'GO:0000151']"
MON1,"['GO:0006623', 'GO:0016192', 'GO:0016192', 'GO:0016192', 'GO:0005085', 'GO:0005085', 'GO:0001786', 'GO:0010314', 'GO:0032266', 'GO:0006914', 'GO:0016236', 'GO:0032258', 'GO:0043547', 'GO:0043547', 'GO:0044395', 'GO:0044395', 'GO:0044395', 'GO:0048278', 'GO:0000329', 'GO:0005768', 'GO:0005829', 'GO:0035658', 'GO:0035658', 'GO:0000329', 'GO:0000329', 'GO:0006623', 'GO:0035658', 'GO:0035658', 'GO:0006623', 'GO:0006623', 'GO:0006914', 'GO:0015031', 'GO:0005768', 'GO:0005773', 'GO:0005774', 'GO:0016020', 'GO:0032585']"
MON2,"['GO:0050790', 'GO:0005085', 'GO:0005085', 'GO:0005085', 'GO:0006623', 'GO:0006897', 'GO:0005768', 'GO:0005802', 'GO:0019898', 'GO:0031901', 'GO:0006623', 'GO:0015031', 'GO:0000139', 'GO:0005794', 'GO:0016020', 'GO:0015031', 'GO:0005829', 'GO:0005829', 'GO:0042147']"
MOT1,"['GO:0003677', 'GO:0005515', 'GO:0016887', 'GO:0017025', 'GO:0006357', 'GO:0006364', 'GO:0042790', 'GO:0042790', 'GO:0045892', 'GO:0045898', 'GO:0045898', 'GO:0000228', 'GO:0005634', 'GO:0017025', 'GO:0003677', 'GO:0016887', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0000166', 'GO:0003677', 'GO:0004386', 'GO:0005524', 'GO:0016787', 'GO:0005634', 'GO:0005634', 'GO:0005739', 'GO:0005739', 'GO:0005634', 'GO:0005739', 'GO:0005739', 'GO:0005524', 'GO:0005524', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0008094', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677', 'GO:0003677']"
MOT2,"['GO:0000209', 'GO:0000209', 'GO:0010498', 'GO:0016567', 'GO:0031087', 'GO:0032968', 'GO:0032968', 'GO:0005737', 'GO:0030015', 'GO:0003723', 'GO:0046872', 'GO:0005634', 'GO:0005634', 'GO:0005737', 'GO:0005737', 'GO:0004842', 'GO:0046872', 'GO:0030014', 'GO:0061630', 'GO:0061630', 'GO:0004842', 'GO:0004842', 'GO:0004842', 'GO:0004842', 'GO:0030014', 'GO:0030014', 'GO:0030014', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0003676', 'GO:0003676', 'GO:0003676']"
MOT3,"['GO:0061629', 'GO:0061629', 'GO:0000978', 'GO:0000978', 'GO:0000981', 'GO:0000981', 'GO:0000981', 'GO:0000122', 'GO:0000122', 'GO:0000122', 'GO:0010895', 'GO:0010895', 'GO:0045944', 'GO:0005634', 'GO:0005634', 'GO:0005829', 'GO:0045944', 'GO:0045944', 'GO:0045944', 'GO:0045944', 'GO:0045944', 'GO:0005634', 'GO:0005634', 'GO:0046872', 'GO:0005634', 'GO:0005634']"
MPA43,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0016773', 'GO:0016773', 'GO:0005975', 'GO:0005975']"
MPC1,"['GO:0050833', 'GO:0050833', 'GO:0050833', 'GO:0006850', 'GO:0006850', 'GO:0031305', 'GO:0031305', 'GO:0031305', 'GO:0031305', 'GO:0006850', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0050833', 'GO:0050833', 'GO:0006850', 'GO:0006850', 'GO:0006850', 'GO:0006850', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0016021', 'GO:0006850', 'GO:0005743']"
MPC2,"['GO:0050833', 'GO:0050833', 'GO:0006850', 'GO:0006850', 'GO:0031305', 'GO:0031305', 'GO:0031305', 'GO:0006850', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0016021', 'GO:0006850', 'GO:0005743', 'GO:0050833', 'GO:0050833', 'GO:0050833', 'GO:0006850', 'GO:0006850', 'GO:0006850', 'GO:0006850']"
MPC3,"['GO:0050833', 'GO:0050833', 'GO:0050833', 'GO:0006850', 'GO:0006850', 'GO:0031966', 'GO:0031305', 'GO:0031305', 'GO:0006850', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0050833', 'GO:0050833', 'GO:0050833', 'GO:0006850', 'GO:0006850', 'GO:0006850', 'GO:0006850', 'GO:0005739', 'GO:0005739', 'GO:0005743', 'GO:0005743', 'GO:0016020', 'GO:0016021', 'GO:0006850', 'GO:0005743']"
MPC54,"['GO:0005198', 'GO:0005198', 'GO:0032120', 'GO:0032120', 'GO:0048278', 'GO:0035974', 'GO:0005816', 'GO:0007049', 'GO:0030435', 'GO:0051301', 'GO:0051321', 'GO:0000922', 'GO:0005628', 'GO:0005737', 'GO:0005816', 'GO:0005856', 'GO:0016020']"
MPD1,"['GO:0003756', 'GO:0003756', 'GO:0003756', 'GO:0003756', 'GO:0005515', 'GO:0005515', 'GO:0015035', 'GO:0015035', 'GO:0015035', 'GO:0019153', 'GO:0006457', 'GO:0000324', 'GO:0005783', 'GO:0003756', 'GO:0003756', 'GO:0016853', 'GO:0005783', 'GO:0005788']"
MPD2,"['GO:0003756', 'GO:0003756', 'GO:0003756', 'GO:0003756', 'GO:0015035', 'GO:0015035', 'GO:0015035', 'GO:0006457', 'GO:0005783', 'GO:0005783', 'GO:0003756', 'GO:0016853', 'GO:0005783', 'GO:0005783']"
MPE1,"['GO:0003676', 'GO:0003676', 'GO:0008270', 'GO:0008270', 'GO:0008270', 'GO:0061630', 'GO:0061630', 'GO:0061630', 'GO:0061630', 'GO:0061630', 'GO:0006511', 'GO:0006511', 'GO:0006511', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0036002', 'GO:0036002', 'GO:0006378', 'GO:0006378', 'GO:0016567', 'GO:0016567', 'GO:0016567', 'GO:0098789', 'GO:0098789', 'GO:0005634', 'GO:0005829', 'GO:0005847', 'GO:0061630', 'GO:0000209', 'GO:0046872', 'GO:0006397', 'GO:0005634', 'GO:0005634', 'GO:0006397', 'GO:0016567']"
MPH1,"['GO:0033677', 'GO:0043138', 'GO:0070336', 'GO:0000725', 'GO:0007535', 'GO:0007535', 'GO:0033567', 'GO:0036297', 'GO:0060543', 'GO:0060543', 'GO:0005634', 'GO:0005634', 'GO:0000781', 'GO:0003677', 'GO:0000400', 'GO:0000400', 'GO:0009378', 'GO:0009378', 'GO:0043138', 'GO:0043138', 'GO:0043138', 'GO:0036297', 'GO:0036297', 'GO:0036297', 'GO:0045003', 'GO:0045003', 'GO:0045003', 'GO:0071932', 'GO:0071932', 'GO:0000166', 'GO:0003677', 'GO:0003678', 'GO:0004386', 'GO:0005524', 'GO:0016787', 'GO:0006281', 'GO:0006974', 'GO:0005634', 'GO:0005634', 'GO:0032508', 'GO:0032508', 'GO:0032508', 'GO:0005524', 'GO:0005524', 'GO:0016787', 'GO:0043138', 'GO:0006281']"
MPH3,"['GO:0005363', 'GO:0008643', 'GO:0000023', 'GO:0008643', 'GO:0005886', 'GO:0005886', 'GO:0016020', 'GO:0016021', 'GO:0000324', 'GO:0071944', 'GO:0034219', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0008643', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0016020', 'GO:0005351', 'GO:0005351', 'GO:0005351', 'GO:0016021', 'GO:0016021', 'GO:1902600', 'GO:0015768', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0022857', 'GO:0055085', 'GO:0055085', 'GO:0055085', 'GO:0016020']"
MPM1,"['GO:0003674', 'GO:0008150', 'GO:0005739', 'GO:0005739', 'GO:0005758', 'GO:0005758', 'GO:0019898', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0005739', 'GO:0016020', 'GO:0031966']"
MPO1,"['GO:0046521', 'GO:0016491', 'GO:0051213', 'GO:0005783', 'GO:0005789', 'GO:0016020', 'GO:0016021', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0005783', 'GO:0046521', 'GO:0046521', 'GO:0102672', 'GO:0001561']"
MPP10,"['GO:0003674', 'GO:0000447', 'GO:0000472', 'GO:0000480', 'GO:0032040', 'GO:0032040', 'GO:0034457', 'GO:0005634', 'GO:0005730', 'GO:0030686', 'GO:0006364', 'GO:0042254', 'GO:0005634', 'GO:0005730', 'GO:0006364', 'GO:0005634', 'GO:0005732', 'GO:0034457', 'GO:0034457', 'GO:0034457', 'GO:0034457', 'GO:0032040', 'GO:0032040']"
MPP6,"['GO:0044877', 'GO:0044877', 'GO:0044877', 'GO:0005515', 'GO:0008266', 'GO:0000467', 'GO:0071030', 'GO:0071031', 'GO:0071035', 'GO:0071039', 'GO:0071039', 'GO:0005634', 'GO:0005634', 'GO:0005829', 'GO:0005634', 'GO:0003723', 'GO:0006364', 'GO:0005634', 'GO:0005634']"
MPS1,"['GO:0000776', 'GO:0018108', 'GO:0004674', 'GO:0004674', 'GO:0004712', 'GO:0004712', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0007094', 'GO:0007094', 'GO:0030474', 'GO:0031134', 'GO:0034501', 'GO:0046777', 'GO:0051225', 'GO:0051988', 'GO:0005816', 'GO:0000776', 'GO:0000776', 'GO:0000776', 'GO:0000776', 'GO:0005819', 'GO:0005819', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0005634', 'GO:0004672', 'GO:0006468', 'GO:0007094', 'GO:0000166', 'GO:0004674', 'GO:0004708', 'GO:0005524', 'GO:0016301', 'GO:0016740', 'GO:0016310', 'GO:0043515', 'GO:0046777', 'GO:0006468', 'GO:0046777', 'GO:0004712', 'GO:0004712', 'GO:0004712', 'GO:0004712', 'GO:0007094', 'GO:0007094', 'GO:0007094', 'GO:0007094', 'GO:0007094', 'GO:0007094', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0004674', 'GO:0018105', 'GO:0018105', 'GO:0018105', 'GO:0033316', 'GO:0033316', 'GO:0033316', 'GO:0034501', 'GO:0034501', 'GO:0034501', 'GO:0007059', 'GO:0007059', 'GO:0007059', 'GO:0007059', 'GO:0007059', 'GO:0007059', 'GO:0007059', 'GO:0007059', 'GO:0000165', 'GO:0004672', 'GO:0004672', 'GO:0004674', 'GO:0004712', 'GO:0004712', 'GO:0005524', 'GO:0005524', 'GO:0006468', 'GO:0006468', 'GO:0006468', 'GO:0007094', 'GO:0030474', 'GO:0051304']"
MPS2,"['GO:0005198', 'GO:0005198', 'GO:0000741', 'GO:0030474', 'GO:0030474', 'GO:0030474', 'GO:0030474', 'GO:0071988', 'GO:0005635', 'GO:0005816', 'GO:0140444', 'GO:0005783', 'GO:0034993', 'GO:0000781', 'GO:0140444', 'GO:0000781', 'GO:0044821', 'GO:0005634', 'GO:0005737', 'GO:0005816', 'GO:0005856', 'GO:0016020', 'GO:0016021', 'GO:0031965', 'GO:0005640', 'GO:0034993', 'GO:0030474', 'GO:0071988']"
MPT5,"['GO:0008298', 'GO:1903450', 'GO:0003729', 'GO:0030674', 'GO:0030674', 'GO:0017148', 'GO:0045947', 'GO:1900153', 'GO:1902416', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0005737', 'GO:0003729', 'GO:0005737', 'GO:0005737', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0003729', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0010608', 'GO:0003723', 'GO:0005737', 'GO:0005737', 'GO:0003723', 'GO:0003723', 'GO:0003723']"
MRC1,"['GO:0003674', 'GO:0000076', 'GO:0000076', 'GO:0000076', 'GO:0000723', 'GO:0006260', 'GO:0006281', 'GO:0006281', 'GO:0007064', 'GO:0007064', 'GO:0007064', 'GO:0007064', 'GO:0030466', 'GO:0031573', 'GO:0033262', 'GO:0043570', 'GO:0048478', 'GO:0048478', 'GO:0048478', 'GO:0031298', 'GO:0034399', 'GO:0043596', 'GO:0031509', 'GO:0000781', 'GO:0006260', 'GO:0005634', 'GO:0005634', 'GO:0005634']"
